13,count
yellow bell pepper,440
frozen chopped spinach,437
low sodium soy sauce,436
blueberries,434
hard-boiled eggs,420
coconut oil,418
of fresh mint,416
minced garlic clove,416
sweet potatoes,415
minced garlic cloves,411
whole cloves,406
frozen corn,399
pumpkin,397
sherry wine,396
fresh strawberries,396
fresh spinach,395
pumpkin pie spice,389
crushed tomatoes,388
cumin seed,384
stewed tomatoes,384
prosciutto,382
green bell peppers,380
plum tomatoes,380
cake flour,379
boneless skinless chicken breast halves,378
low sodium chicken broth,374
lemon peel,373
ground turkey,372
pinto beans,372
sunflower seeds,370
raspberries,369
pesto sauce,368
dried parsley,367
spring onions,367
whole kernel corn,364
panko breadcrumbs,363
nonfat milk,362
asparagus,359
dates,356
provolone cheese,356
cauliflower,353
cayenne,351
sauerkraut,351
flat leaf parsley,349
basil leaves,348
roma tomatoes,346
cooked rice,346
mandarin oranges,344
Bourbon,342
tahini,341
allspice,341
cooked ham,339
egg substitute,338
half-and-half cream,338
oatmeal,337
marshmallows,336
diced green chilies,333
ground pork,333
wheat germ,330
yogurt,330
cloves,328
mango,328
oats,327
dark rum,326
hoisin sauce,325
table salt,324
dill weed,323
cranberry juice,322
bittersweet chocolate,321
eggplant,320
button mushrooms,320
avocados,318
horseradish,318
cornflour,318
tomato juice,312
vanilla bean,311
frozen spinach,310
flaked coconut,305
chickpeas,304
unbleached all-purpose flour,303
unflavored gelatin,301
yellow cornmeal,300
black peppercorns,300
boneless skinless chicken breast,296
graham cracker crumbs,294
fresh oregano,294
soymilk,294
grape tomatoes,294
American cheese,292
ground allspice,292
poultry seasoning,290
orange marmalade,290
ginger ale,288
dill,288
cracked black pepper,288
catsup,286
mirin,283
dark chocolate,283
peas,283
ground pepper,282
lemon rind,281
broccoli florets,279
lemongrass,278
dry red wine,277
peanuts,275
fresh coarse ground black pepper,275
yellow mustard,275
artichoke hearts,275
chopped tomatoes,273
light soy sauce,273
fresh mint leaves,273
dry yeast,272
mustard seeds,271
corn tortillas,270
Miracle Whip,270
low-fat milk,269
powdered milk,268
lemon pepper,267
romano cheese,266
miniature marshmallows,266
sugar substitute,262
triple sec,260
pancetta,259
light mayonnaise,259
lime zest,258
ground cardamom,257
Italian sausage,254
Grand Marnier,252
romaine lettuce,250
cucumbers,249
golden raisin,248
pure maple syrup,247
unsweetened applesauce,247
apple cider,246
pumpkin puree,245
clove,244
pasta,244
mint,244
tomato puree,244
Kahlua,241
brown rice,241
monterey jack pepper cheese,241
ghee,240
vanilla essence,239
light sour cream,239
instant coffee,238
instant vanilla pudding,236
chicken breast,235
water chestnuts,234
oyster sauce,234
tuna,231
cashews,231
sweet potato,230
maraschino cherry,230
vegetable shortening,229
russet potatoes,228
garam masala,228
fennel seed,228
ground turmeric,228
quick-cooking oats,227
salted butter,227
canned pumpkin,225
sage,225
fresh basil leaves,223
arborio rice,223
beef,223
sun-dried tomatoes,221
frozen strawberries,221
self-rising flour,221
white rice,220
cranberries,219
elbow macaroni,218
fresh cranberries,217
celery seed,217
granny smith apples,216
instant yeast,216
long grain rice,215
green olives,215
garbanzo beans,215
fresh basil leaf,215
mini marshmallows,214
reduced sodium soy sauce,214
sun-dried tomato,214
chicken thighs,213
chocolate,213
kale,212
turkey,212
tortilla chips,212
sake,210
chicken bouillon cubes,210
sausage,210
fresh garlic cloves,210
parsley flakes,210
bean sprouts,209
Bisquick,209
spaghetti,206
mashed potatoes,203
mustard powder,201
pineapple chunks,198
bacon bits,198
light cream cheese,197
liquid smoke,196
golden syrup,196
caraway seed,195
fresh sage,195
sweet paprika,194
gelatin,194
maraschino cherries,193
white chocolate,193
coffee,193
sweet onions,193
salmon fillets,191
chilies,191
pears,191
chorizo sausage,191
red kidney beans,189
self raising flour,189
parmigiano-reggiano cheese,188
red chilies,188
white flour,187
kalamata olive,186
mangoes,186
ground flax seeds,186
bicarbonate of soda,186
cannellini beans,186
medium shrimp,186
cherry pie filling,185
pecan halves,184
hamburger,183
vanilla instant pudding mix,183
old fashioned oats,183
fine sea salt,182
hazelnuts,182
snow peas,179
fresh tarragon,178
dried sage,177
poppy seed,177
fennel bulb,177
pork,177
yukon gold potatoes,177
cremini mushrooms,177
dark corn syrup,176
instant coffee granules,176
rice wine,176
chunky salsa,175
gruyere cheese,175
fat free cream cheese,173
mascarpone cheese,173
deli ham,173
couscous,173
flax seed,172
green chili,172
low-fat mayonnaise,172
white chocolate chips,172
quick oats,170
fresh blueberries,170
whole tomatoes,170
vanilla yogurt,170
chopped tomato,169
tomatoes and green chilies,169
chipotle chiles in adobo,167
shiitake mushrooms,167
berries,167
pistachios,165
diced tomato,164
orange bell pepper,164
eggplants,164
cherries,163
red capsicum,162
colby-monterey jack cheese,160
Cointreau liqueur,160
quinoa,159
xanthan gum,159
chili beans,159
chicken bouillon,158
smoked sausage,158
green cabbage,158
rotel,158
star anise,158
Amaretto,157
part-skim mozzarella cheese,157
turmeric powder,155
red cabbage,155
smoked salmon,153
broccoli floret,153
dried dill,152
unbleached flour,152
dried tarragon,152
fresh pineapple,150
creme fraiche,150
fresh parsley leaves,148
sweetened flaked coconut,147
frozen raspberries,147
red seedless grapes,146
boneless skinless chicken thighs,146
cognac,145
pineapple tidbits,145
fat free sour cream,144
alfredo sauce,144
Spanish onion,144
reduced-fat cream cheese,144
frozen blueberries,143
brewed coffee,142
boneless chicken breasts,141
portabella mushrooms,139
red chili powder,139
tarragon,137
Bisquick baking mix,137
iceberg lettuce,136
large shrimp,135
flax seed meal,135
spring onion,135
gorgonzola,135
marjoram,131
broth,124
arugula,106
