21,count
fat free sour cream,202
brewed coffee,201
dried dill weed,201
cardamom pods,200
pimientos,199
caraway seed,197
garam masala powder,197
yoghurt,197
hoisin sauce,197
orange zest,196
fresh parmesan cheese,195
raw sugar,195
pitted black olives,194
green olives,194
walnut halves,194
coarse salt,193
light sour cream,193
boneless skinless chicken thighs,192
leek,192
chipotle chiles in adobo,191
gruyere cheese,190
fresh ginger,190
nonfat milk,189
red wine,188
dried sage,188
arugula,188
lettuce leaf,187
pumpkin pie spice,187
whole cloves,186
Cool Whip,186
pine nuts,185
unbleached all-purpose flour,184
cooked white rice,184
asparagus,184
frozen blueberries,182
low-fat sour cream,182
flour tortillas,181
frozen spinach,179
pineapple,179
cider vinegar,179
fresh chives,178
pistachios,177
Splenda sugar substitute,176
cucumber,176
ghee,175
swiss cheese,175
tortillas,174
coconut oil,174
coconut,173
peanuts,173
Velveeta cheese,172
boneless skinless chicken breast halves,172
catsup,172
kale,171
long grain rice,171
dried parsley flakes,171
ground mustard,170
kalamata olives,168
ground allspice,167
ground pork,167
curry powder,167
American cheese,167
bell peppers,167
dried parsley,166
fresh coriander,166
quick oats,166
green cabbage,165
romano cheese,163
low sodium chicken broth,162
egg substitute,161
low-fat milk,160
dark brown sugar,160
artichoke hearts,159
reduced-sodium chicken broth,157
light corn syrup,157
rosemary,155
blueberries,155
poppy seeds,155
frozen corn kernels,154
russet potatoes,154
diced tomato,154
green peas,154
tamari,154
green bell peppers,153
shortening,152
orange marmalade,152
sweet onion,151
berries,149
macaroni,149
flaked coconut,149
beer,149
corn,149
coarse sea salt,149
pears,148
bacon bits,147
beef bouillon cubes,146
ground pepper,146
turbinado sugar,146
peppercorns,146
colby-monterey jack cheese,145
cabbage,145
radishes,145
gorgonzola,144
lemon wedge,143
rigatoni pasta,143
fresh tomatoes,142
low-fat buttermilk,142
fresh flat-leaf parsley,139
chilies,139
green beans,137
bittersweet chocolate,133
fresh lemon rind,130
dry sherry,129
tomato puree,129
mascarpone cheese,128
pecan pieces,128
roma tomato,124
white wine vinegar,123
fresh spinach,121
ground beef,121
white flour,121
sliced water chestnuts,120
fettuccine pasta,118
unsweetened coconut,116
adobo sauce,116
firm tofu,114
unflavored gelatin,113
shallots,113
walnut pieces,113
apples,113
cake flour,112
cinnamon stick,111
clams,111
tuna,108
spring onion,108
